"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HUN","Hungary","","MLE","Male","","40.6","40.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HUN","Hungary","","FMLE","Female","","30.3","30.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","HUN","Hungary","","MLE","Male","","27.9","27.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","HUN","Hungary","","FMLE","Female","","26.7","26.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","HUN","Hungary","","MLE","Male","","28.0","28.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","HUN","Hungary","","FMLE","Female","","26.9","26.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ITA","Italy","","MLE","Male","","19.4","19.40000","","","","","Cigarette smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ITA","Italy","","FMLE","Female","","21.6","21.60000","","","","","Cigarette smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","KAZ","Kazakhstan","","MLE","Male","","12.2","12.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","KAZ","Kazakhstan","","FMLE","Female","","7.8","7.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","KAZ","Kazakhstan","","MLE","Male","","15.2","15.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","KAZ","Kazakhstan","","FMLE","Female","","8.1","8.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2014","2014","","EUR","Europe","","KGZ","Kyrgyzstan","","MLE","Male","","12.3","12.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2014","2014","","EUR","Europe","","KGZ","Kyrgyzstan","","FMLE","Female","","4.5","4.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","KGZ","Kyrgyzstan","","MLE","Male","","10.3","10.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","KGZ","Kyrgyzstan","","FMLE","Female","","4.4","4.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","KGZ","Kyrgyzstan","","MLE","Male","","10.8","10.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","KGZ","Kyrgyzstan","","FMLE","Female","","4.8","4.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","LTU","Lithuania","","MLE","Male","","38.4","38.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","LTU","Lithuania","","FMLE","Female","","28.8","28.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2005","2005","","EUR","Europe","","LTU","Lithuania","","MLE","Male","","36.8","36.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2005","2005","","EUR","Europe","","LTU","Lithuania","","FMLE","Female","","28.1","28.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","EUR","Europe","","LVA","Latvia","","MLE","Male","","39.4","39.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","EUR","Europe","","LVA","Latvia","","FMLE","Female","","41.4","41.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","EUR","Europe","","LVA","Latvia","","MLE","Male","","41.8","41.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","EUR","Europe","","LVA","Latvia","","FMLE","Female","","33.9","33.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","EUR","Europe","","LVA","Latvia","","MLE","Male","","37.1","37.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2002","2002","","EUR","Europe","","LVA","Latvia","","FMLE","Female","","30.9","30.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MDA","Republic of Moldova","","MLE","Male","","20.8","20.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MDA","Republic of Moldova","","FMLE","Female","","7.1","7.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","MDA","Republic of Moldova","","MLE","Male","","25.3","25.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","MDA","Republic of Moldova","","FMLE","Female","","7.9","7.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MKD","Republic of North Macedonia","","MLE","Male","","11.9","11.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MKD","Republic of North Macedonia","","FMLE","Female","","11.7","11.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","MKD","Republic of North Macedonia","","MLE","Male","","9.6","9.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","MKD","Republic of North Macedonia","","FMLE","Female","","8.2","8.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MNE","Montenegro","","MLE","Male","","6.6","6.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MNE","Montenegro","","FMLE","Female","","5.9","5.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","MNE","Montenegro","","MLE","Male","","7.0","7.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","MNE","Montenegro","","FMLE","Female","","6.2","6.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","POL","Poland","","MLE","Male","","17.0","17.00000","","","","","Tobacco smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","POL","Poland","","FMLE","Female","","19.0","19.00000","","","","","Tobacco smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","POL","Poland","","MLE","Male","","26.0","26.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","POL","Poland","","FMLE","Female","","31.7","31.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","EUR","Europe","","ROU","Romania","","MLE","Male","","12.2","12.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","EUR","Europe","","ROU","Romania","","FMLE","Female","","10.1","10.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","ROU","Romania","","MLE","Male","","18.4","18.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","ROU","Romania","","FMLE","Female","","10.4","10.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","ROU","Romania","","MLE","Male","","22.2","22.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","ROU","Romania","","FMLE","Female","","14.8","14.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","RUS","Russian Federation","","MLE","Male","","30.1","30.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","RUS","Russian Federation","","FMLE","Female","","24.4","24.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2010","2010","","EUR","Europe","","SMR","San Marino","","MLE","Male","","10.9","10.90000","","","","","Cigarette smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2010","2010","","EUR","Europe","","SMR","San Marino","","FMLE","Female","","11.6","11.60000","","","","","Cigarette smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","SMR","San Marino","","MLE","Male","","9.8","9.80000","","","","","Cigarette smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","SMR","San Marino","","FMLE","Female","","8.7","8.70000","","","","","Cigarette smoking only"
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","SRB","Serbia","","MLE","Male","","10.8","10.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2008","2008","","EUR","Europe","","SRB","Serbia","","FMLE","Female","","9.6","9.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","SRB","Serbia","","MLE","Male","","12.8","12.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","SRB","Serbia","","FMLE","Female","","13.7","13.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","EUR","Europe","","SVK","Slovakia","","MLE","Male","","29.7","29.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","EUR","Europe","","SVK","Slovakia","","FMLE","Female","","27.6","27.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","EUR","Europe","","SVK","Slovakia","","MLE","Male","","28.5","28.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","EUR","Europe","","SVK","Slovakia","","FMLE","Female","","24.5","24.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","SVK","Slovakia","","MLE","Male","","29.1","29.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","SVK","Slovakia","","FMLE","Female","","25.0","25.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","EUR","Europe","","SVN","Slovenia","","MLE","Male","","17.4","17.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","EUR","Europe","","SVN","Slovenia","","FMLE","Female","","21.5","21.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","EUR","Europe","","SVN","Slovenia","","MLE","Male","","16.9","16.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","EUR","Europe","","SVN","Slovenia","","FMLE","Female","","24.2","24.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","SVN","Slovenia","","MLE","Male","","22.9","22.90000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","SVN","Slovenia","","FMLE","Female","","23.5","23.50000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","TJK","Tajikistan","","MLE","Male","","6.8","6.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","EUR","Europe","","TJK","Tajikistan","","FMLE","Female","","2.8","2.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TUR","Turkey","","MLE","Male","","20.3","20.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TUR","Turkey","","FMLE","Female","","12.8","12.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","TUR","Turkey","","MLE","Male","","14.4","14.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","EUR","Europe","","TUR","Turkey","","FMLE","Female","","7.4","7.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","TUR","Turkey","","MLE","Male","","11.1","11.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2003","2003","","EUR","Europe","","TUR","Turkey","","FMLE","Female","","4.4","4.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","EUR","Europe","","UKR","Ukraine","","MLE","Male","","22.6","22.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2011","2011","","EUR","Europe","","UKR","Ukraine","","FMLE","Female","","15.7","15.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2005","2005","","EUR","Europe","","UKR","Ukraine","","MLE","Male","","29.8","29.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2005","2005","","EUR","Europe","","UKR","Ukraine","","FMLE","Female","","22.2","22.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","BGD","Bangladesh","","MLE","Male","","9.2","9.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","BGD","Bangladesh","","FMLE","Female","","2.8","2.80000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","BGD","Bangladesh","","MLE","Male","","9.1","9.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","BGD","Bangladesh","","FMLE","Female","","5.1","5.10000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","BTN","Bhutan","","MLE","Male","","39.0","39.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2013","2013","","SEAR","South-East Asia","","BTN","Bhutan","","FMLE","Female","","23.2","23.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","BTN","Bhutan","","MLE","Male","","27.6","27.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","BTN","Bhutan","","FMLE","Female","","11.6","11.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","BTN","Bhutan","","MLE","Male","","28.6","28.60000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","BTN","Bhutan","","FMLE","Female","","12.4","12.40000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","BTN","Bhutan","","MLE","Male","","21.7","21.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","BTN","Bhutan","","FMLE","Female","","13.7","13.70000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2014","2014","","SEAR","South-East Asia","","IDN","Indonesia","","MLE","Male","","36.2","36.20000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2014","2014","","SEAR","South-East Asia","","IDN","Indonesia","","FMLE","Female","","4.3","4.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","IND","India","","MLE","Male","","19.0","19.00000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","IND","India","","FMLE","Female","","8.3","8.30000","","","","",""
"TOBACCO_0000000344","Prevalence of current tobacco use among adolescents aged 13-15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1298","PUBLISHED","Published","","2006","2006","","SEAR","South-East Asia","","IND","India","","MLE","Male","","16.8","16.80000","","","","",""
